split,sequence,sequence_masked,citseg,label,label2,label_confidence,label2_confidence,section,source,citingPaperId,citedPaperId,citeStart,citeEnd,isKeyCitation,id
train,"This is in close agreement with the histopathological findings in TSC, which has shown a disruption in normal cortical lamination, abnormal cell differentiation and reduction in density of myelinated fibers and number of normal neurons [22].","This is in close agreement with the histopathological findings in TSC, which has shown a disruption in normal cortical lamination, abnormal cell differentiation and reduction in density of myelinated fibers and number of normal neurons CITSEG.",[22],result,supportive,0.6031000018119812,0.6031000018119812,Discussion,explicit,2f46ad2a67188576ef0d036f48744f1562e5ea5f,9bb81800de25b87ea923e9de2411f509c4e11e50,236,240,True,2f46ad2a67188576ef0d036f48744f1562e5ea5f>9bb81800de25b87ea923e9de2411f509c4e11e50
train,"For embedding techniques, we take TransE [Bordes et al., 2013], KALE [Guo et al., 2016], TEKE [Wang and Li, 2016] and HOLE [Nickel et al., 2016] as our comparisons.","For embedding techniques, we take TransE [Bordes et al., 2013], KALE [Guo et al., 2016], TEKE [Wang and Li, 2016] and HOLE [CITSEG] as our comparisons.","Nickel et al., 2016",result,supportive,0.7396000027656555,0.5116000175476074,4.1 Experimental Setup,explicit,7659b9a095f9710c85243fd1a506c62263b91a6e,bb75de5280ff9b0bbdd74633b9887d10fbe0ae10,124,143,True,7659b9a095f9710c85243fd1a506c62263b91a6e>bb75de5280ff9b0bbdd74633b9887d10fbe0ae10
train,"Moreover, there is now good convergence to support the three subscales within the I-QoL following the results of two studies [18, 20] and the present findings.","Moreover, there is now good convergence to support the three subscales within the I-QoL following the results of two studies CITSEG and the present findings.","[18, 20]",result,supportive,0.7447999715805054,0.7447999715805054,Discussion,explicit,4c6d41b5241a2d80b993632d7e89acdb9fedef74,45ee8db9be57b97522566b1d1f6d2433cc464b72,125,133,True,4c6d41b5241a2d80b993632d7e89acdb9fedef74>45ee8db9be57b97522566b1d1f6d2433cc464b72
train,"Consistent with previous reports (al-Khodairy et al., 1995; Seufert et al., 1995; Tanaka et al., 1999; Biggins et al., 2001), our data showed that Smt3 and Ubc9 have pivotal functions during mitosis.","Consistent with previous reports (al-Khodairy et al., 1995; CITSEG; Tanaka et al., 1999; Biggins et al., 2001), our data showed that Smt3 and Ubc9 have pivotal functions during mitosis.","Seufert et al., 1995",result,supportive,0.7422000169754028,0.7422000169754028,Discussion,explicit,676b19ba1c40fedf4d27a3f48a766ac20b960f8e,fe2fd3262b549d1b36898127e3cc7ca1c1dd3646,60,80,True,676b19ba1c40fedf4d27a3f48a766ac20b960f8e>fe2fd3262b549d1b36898127e3cc7ca1c1dd3646
train,Our results are roughly in line with those of Fukaya et al. (2008) with regard to the cell morphologies.,Our results are roughly in line with those of CITSEG with regard to the cell morphologies.,Fukaya et al. (2008),result,supportive,0.7390999794006348,0.7390999794006348,Technical considerations,explicit,80160aee8cdcbc26e6b65dd28fd07246c349140c,9b191008e5ce88ef5fb79694fa7fb8d7ab10170b,46,66,True,80160aee8cdcbc26e6b65dd28fd07246c349140c>9b191008e5ce88ef5fb79694fa7fb8d7ab10170b
train,We also compared our system with the state-of-the-art Czech NER system [11].,We also compared our system with the state-of-the-art Czech NER system CITSEG.,[11],result,supportive,0.7466999888420105,0.4830999970436096,V. EXPERIMENTS AND RESULTS,explicit,88a87a17072d7670522bff791544ee8740edb705,13d3d20a17f9e837e4a5f768147b0708a3fe7579,71,75,True,88a87a17072d7670522bff791544ee8740edb705>13d3d20a17f9e837e4a5f768147b0708a3fe7579
train,"Like in other studies (Grober et al., 2010; Sarazin et al., 2010), the total recall item (the sum of the spontaneous and the cued recalls) revealed to be the most important measure in the distinction between patients and controls.","Like in other studies (Grober et al., 2010; CITSEG), the total recall item (the sum of the spontaneous and the cued recalls) revealed to be the most important measure in the distinction between patients and controls.","Sarazin et al., 2010",result,supportive,0.7567999958992004,0.7567999958992004,Discussion,explicit,9462acef826a6b495fe8fb281660ee4418bb840e,21aaceb3fc27e8cc831e25191d967daa0d8962bf,44,64,True,9462acef826a6b495fe8fb281660ee4418bb840e>21aaceb3fc27e8cc831e25191d967daa0d8962bf
train,"Drawing upon previous goal recognition research, (Blaylock and Allen 2003; Mott et al. 2006), the work presented in this chapter defines goal recognition as the task of predicting the most likely goal for a given sequence of observed low-level player behavior in the game environment.","Drawing upon previous goal recognition research, (CITSEG; Mott et al. 2006), the work presented in this chapter defines goal recognition as the task of predicting the most likely goal for a given sequence of observed low-level player behavior in the game environment.",Blaylock and Allen 2003,result,supportive,0.7494999766349792,0.7494999766349792,5. Goal Recognition with Markov Logic Networks,explicit,731f4b9498ec9276c76f8bf1e3c32a50eb9394ab,a4cf4bb41fb0b6fa978fd1456e86308218c8e882,50,73,True,731f4b9498ec9276c76f8bf1e3c32a50eb9394ab>a4cf4bb41fb0b6fa978fd1456e86308218c8e882
train,"This finding is new for the Thr-Glu-Tyr motif and is consistent with the reported phosphorylation of Tyr during AR induced by LPC (de Lamirande et al., 1998, de Lamirande and Gagnon, 2002) and A23187 (Aitken et al., 1995).","This finding is new for the Thr-Glu-Tyr motif and is consistent with the reported phosphorylation of Tyr during AR induced by LPC (de Lamirande et al., 1998, de CITSEG) and A23187 (Aitken et al., 1995).","Lamirande and Gagnon, 2002",result,supportive,1.0,1.0,Discussion,explicit,51c7b381edeec1f0fb4e3c3f7a4d5a5bf2a49a28,01994833ad94026b07221b3ae0e57783c016b67d,161,187,False,51c7b381edeec1f0fb4e3c3f7a4d5a5bf2a49a28>01994833ad94026b07221b3ae0e57783c016b67d
train,"Our findings are supported by a growing number of epidemiological studies showing an association between air pollution exposure and cognitive impairment in the elderly (Chen and Schwartz 2009; Power et al. 2011; Ranft et al. 2009; Wellenius et al. 2012; Weuve et al. 2012a; Chang et al. 2014; Tonne et al. 2014, Ailshire and Crimmings 2014, Ailshire and Clarke 2014) and by toxicological studies suggesting that air pollution has neuropathological effects (Block and Calderón-Garcidueñas",Our findings are supported by a growing number of epidemiological studies showing an association between air pollution exposure and cognitive impairment in the elderly CITSEG and by toxicological studies suggesting that air pollution has neuropathological effects (Block and Calderón-Garcidueñas,"(Chen and Schwartz 2009; Power et al. 2011; Ranft et al. 2009; Wellenius et al. 2012; Weuve et al. 2012a; Chang et al. 2014; Tonne et al. 2014, Ailshire and Crimmings 2014, Ailshire and Clarke 2014)",result,supportive,1.0,1.0,Discussion,explicit,39d8e388224109f81f3ef8cfbd2c98510c07894e,e8ae6c46403d86e8170ef9fc353f1ab643acc372,168,366,False,39d8e388224109f81f3ef8cfbd2c98510c07894e>e8ae6c46403d86e8170ef9fc353f1ab643acc372
train,"Studies conducted at finer scales could help to elucidate the relative importance of these relationships in our study area, because other finer-scale studies have shown that elk group size directly responds to variation in predation risk from wolves (Creel & Winnie 2005).","Studies conducted at finer scales could help to elucidate the relative importance of these relationships in our study area, because other finer-scale studies have shown that elk group size directly responds to variation in predation risk from wolves (CITSEG).",Creel & Winnie 2005,result,supportive,1.0,0.6693000197410583,Discussion,explicit,21c7fa119032c976a89625081e9fc8497aadf520,dbcb2c6cbf1ce8aa365028b1437e918b30e5e0a5,251,270,True,21c7fa119032c976a89625081e9fc8497aadf520>dbcb2c6cbf1ce8aa365028b1437e918b30e5e0a5
train,"In line with past studies (e.g., Anderson et al., 1998; Craik et al., 1996) results of the current study showed that secondary task performance i.",In line with past studies CITSEG results of the current study showed that secondary task performance i.,"(e.g., Anderson et al., 1998; Craik et al., 1996)",result,supportive,1.0,1.0,Discussion,explicit,95746f1690aac138821596f863097e851d462976,a7a252d73ff0f63ae9d444cded332c8c41552e28,26,75,True,95746f1690aac138821596f863097e851d462976>a7a252d73ff0f63ae9d444cded332c8c41552e28
train,"Similar observations have been made in the USA, where gonorrhoea and other sexually transmitted infections (STIs) have been shown in multiple studies to be concentrated in certain geographical areas (Rothenberg 1983; Potterat et al. 1985; Bernstein et al. 2004; Kerani et al. 2005).","Similar observations have been made in the USA, where gonorrhoea and other sexually transmitted infections (STIs) have been shown in multiple studies to be concentrated in certain geographical areas (Rothenberg 1983; Potterat et al. 1985; CITSEG; Kerani et al. 2005).",Bernstein et al. 2004,result,supportive,0.6922000050544739,0.6922000050544739,1. INTRODUCTION,explicit,48793a345eacc733e0e3dd51cb0cafd56baf101f,990f0494d4f46e43bdb76415e8524ce591902792,239,260,True,48793a345eacc733e0e3dd51cb0cafd56baf101f>990f0494d4f46e43bdb76415e8524ce591902792
train,"A comparison between the findings of Krajcarski et al. (1999) and the rested values in the present study revealed similar effects of pre- load and added load on peak trunk flexion and extensor moments. The EMG activity of the trunk extensor muscles (TES and LES) had similar responses to the loading conditions, although the pre-trial LES and TES EMG amplitudes from Krajcarski et al. (1999) were about 6 to 13 %MVC larger than was found in the current study. Also, the peak muscle activity of the TES was about 10 %MVC lower and the IO and EO had larger EMG amplitudes during the pre-trial and trial in the Krajcarski et al. (1999) study.",A comparison between the findings of CITSEGstudy.,"Krajcarski et al. (1999) and the rested values in the present study revealed similar effects of pre- load and added load on peak trunk flexion and extensor moments. The EMG activity of the trunk extensor muscles (TES and LES) had similar responses to the loading conditions, although the pre-trial LES and TES EMG amplitudes from Krajcarski et al. (1999) were about 6 to 13 %MVC larger than was found in the current study. Also, the peak muscle activity of the TES was about 10 %MVC lower and the IO and EO had larger EMG amplitudes during the pre-trial and trial in the Krajcarski et al. (1999) ",result,supportive,0.7501000165939331,0.7501000165939331,Results & Discussion,explicit,551c30c8c3ffd11bb00ffef7d89fa3bec52a1102,f25f4beb189c66b5d0e805ab5a667765137f1787,37,633,True,551c30c8c3ffd11bb00ffef7d89fa3bec52a1102>f25f4beb189c66b5d0e805ab5a667765137f1787
train,These observations confirm previous results from our team [53] who reported that an early reduction of CgA levels within 3 months from treatment (either surgical or systemic) can anticipate favourable prognosis.,These observations confirm previous results from our team CITSEG who reported that an early reduction of CgA levels within 3 months from treatment (either surgical or systemic) can anticipate favourable prognosis.,[53],result,supportive,0.7059000134468079,0.7059000134468079,DISCUSSION,explicit,a102829f27e31149a09d205b3c74570933a1a7e0,1c9bfbb656f9f320860d6d1261b16afc055a7c4f,58,62,False,a102829f27e31149a09d205b3c74570933a1a7e0>1c9bfbb656f9f320860d6d1261b16afc055a7c4f
train,"As shown in the simulation studies in Bartroff and Lai (2008) and in the asymptotic theory in Section 4, this approach yields adaptive tests that are comparable to the benchmark optimal adaptive test of Jennison and Turnbull (2006a,b) for a normal mean, which assumes known variance and a specified…","As shown in the simulation studies in CITSEG and in the asymptotic theory in Section 4, this approach yields adaptive tests that are comparable to the benchmark optimal adaptive test of Jennison and Turnbull (2006a,b) for a normal mean, which assumes known variance and a specified…",Bartroff and Lai (2008),result,supportive,0.7580999732017517,0.489300012588501,5. DISCUSSION,explicit,c530edac57ffa39997801a600c486eb231a87a6d,21b324399af869ff28634117eaaeaccfd52d371c,38,61,False,c530edac57ffa39997801a600c486eb231a87a6d>21b324399af869ff28634117eaaeaccfd52d371c
train,"Several of the congenital malformations associated with carbimazole exposure observed in this study, including aplasia cutis, choanal atresia, tracheo-oesophageal fistula, omphalocele, patent vitellointestinal duct, nipple abnormalities, and dysmorphic facies, have previously been reported in association with carbimazole/methimazole exposure in utero [9].","Several of the congenital malformations associated with carbimazole exposure observed in this study, including aplasia cutis, choanal atresia, tracheo-oesophageal fistula, omphalocele, patent vitellointestinal duct, nipple abnormalities, and dysmorphic facies, have previously been reported in association with carbimazole/methimazole exposure in utero CITSEG.",[9],result,supportive,0.7603999972343445,0.7603999972343445,4. Discussion,explicit,6444554cdcc1f7c41d6a68a61c7d2266983ebd7a,99c526257631af2ee345290795b976e915f149d9,353,356,False,6444554cdcc1f7c41d6a68a61c7d2266983ebd7a>99c526257631af2ee345290795b976e915f149d9
train,"The results found in present study confirm the studies carried out by Davison et al. (2008); Dollman & Lewis (2007) and Timperio et al. (2006), which point out the existence of a tendency of boys to commute actively more often than girls.","The results found in present study confirm the studies carried out by CITSEG; Dollman & Lewis (2007) and Timperio et al. (2006), which point out the existence of a tendency of boys to commute actively more often than girls.",Davison et al. (2008),result,supportive,1.0,1.0,DISCUSSION,explicit,76fc8262a4b85a40e57f425403d23a39ea488873,9daeced0925b74cec0cb589d2682c6c9060e669b,70,91,True,76fc8262a4b85a40e57f425403d23a39ea488873>9daeced0925b74cec0cb589d2682c6c9060e669b
train,"Moreover, a neuroprotective role of estrogen in the nigrostriatal dopaminergic system is well supported by in vitro and in vivo studies using different toxin models, namely 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP) [6, 7] and 6-hydroxydopamine (6-OHDA) [8-10].","Moreover, a neuroprotective role of estrogen in the nigrostriatal dopaminergic system is well supported by in vitro and in vivo studies using different toxin models, namely 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP) [6, 7] and 6-hydroxydopamine (6-OHDA) CITSEG.",[8-10],result,supportive,0.7555000185966492,0.7555000185966492,1. Introduction,explicit,d67d3f2b315999a87d5e8956ba754f9d1d7f88ff,cbd59360917490ea9a05feea6419340a36dc0427,263,269,True,d67d3f2b315999a87d5e8956ba754f9d1d7f88ff>cbd59360917490ea9a05feea6419340a36dc0427
train,"The present study findings concur with previous reports in that when bone defects occur they are commonly on the tibial side (3,11,22,24).",The present study findings concur with previous reports in that when bone defects occur they are commonly on the tibial side CITSEG.,"(3,11,22,24)",result,supportive,1.0,1.0,DISCUSSION,explicit,9e92fc73392d4aea262aa6bae77ab379c79b37b7,2521ee9b9ba1bf7dfd4341259b97f383827fecc9,125,137,True,9e92fc73392d4aea262aa6bae77ab379c79b37b7>2521ee9b9ba1bf7dfd4341259b97f383827fecc9
train,Similar findings were reported in healthy Italian children between 5 and 19 yr of age (32).,Similar findings were reported in healthy Italian children between 5 and 19 yr of age CITSEG.,(32),result,supportive,1.0,1.0,2.409 0.048† 0.409 0.096† 4.547 0.335† 8.601 0.469† 10.535 0.501† 6.477 0.443† 15.170 0.913† 4.013 0.86,explicit,8a1dcd51cabbd95bf7212a42a8fc5bae5d6b65e1,668c6321b924dc59c2fccf8328f4dde13906ebe1,86,90,False,8a1dcd51cabbd95bf7212a42a8fc5bae5d6b65e1>668c6321b924dc59c2fccf8328f4dde13906ebe1
train,"As reported previously [17], of the 12,203 men who participated in the baseline screening 819 (6.","As reported previously CITSEG, of the 12,203 men who participated in the baseline screening 819 (6.",[17],result,supportive,0.6065000295639038,0.6065000295639038,3. Results,explicit,8d955cf85cccf86ec83802b893a6adc9507459d5,481b91ee6d0a96360e816644543172a555b9af11,23,27,True,8d955cf85cccf86ec83802b893a6adc9507459d5>481b91ee6d0a96360e816644543172a555b9af11
train,This finding is consistent with those from a previous study on Giardia infection in Peru (19).,This finding is consistent with those from a previous study on Giardia infection in Peru CITSEG.,(19),result,supportive,0.7311000227928162,0.7311000227928162,DISCUSSION,explicit,a353b306cc2444036402b843d320b7a4139ba1a1,69a9c98960f855c9c193887527e56f27cf3dabf0,89,93,True,a353b306cc2444036402b843d320b7a4139ba1a1>69a9c98960f855c9c193887527e56f27cf3dabf0
train,"The present observations support and extend earlier contentions that Parkinson patients prefer to adopt a closedloop control mode, adjusting their movements continuously on the basis of available visual information (Flowers 1976).","The present observations support and extend earlier contentions that Parkinson patients prefer to adopt a closedloop control mode, adjusting their movements continuously on the basis of available visual information (CITSEG).",Flowers 1976,result,supportive,0.6097999811172485,0.6097999811172485,Discussion,explicit,e4d807182629129dee221081b270d9c47b2f7716,99b74d2f52bda6e4f739c0a37c97518299b4dde0,216,228,True,e4d807182629129dee221081b270d9c47b2f7716>99b74d2f52bda6e4f739c0a37c97518299b4dde0
train,"Our findings further support previous findings on the usefulness of CBT in the non-invasive evaluation of severe chronic liver disease [14,19].",Our findings further support previous findings on the usefulness of CBT in the non-invasive evaluation of severe chronic liver disease CITSEG.,"[14,19]",result,supportive,0.7466999888420105,0.7466999888420105,Discussion,explicit,ec1e98f09ece1c0595deca70e9adbe46685f7850,b5af4bf2fd53644e12e4345ea3cd7f4027ace764,135,142,True,ec1e98f09ece1c0595deca70e9adbe46685f7850>b5af4bf2fd53644e12e4345ea3cd7f4027ace764
train,"Additionally, the studies in general point out that the type of transportation seems to be more related to social and environmental factors than to the students’ freedom of choice, as observed in the studies carried out by Davison et al. (2008); Dollman & Lewis (2007); Robertson-Wilson et al.","Additionally, the studies in general point out that the type of transportation seems to be more related to social and environmental factors than to the students’ freedom of choice, as observed in the studies carried out by CITSEG Dollman & Lewis (2007); Robertson-Wilson et al.",Davison et al. (2008);,result,supportive,1.0,1.0,DISCUSSION,explicit,76fc8262a4b85a40e57f425403d23a39ea488873,9daeced0925b74cec0cb589d2682c6c9060e669b,223,245,True,76fc8262a4b85a40e57f425403d23a39ea488873>9daeced0925b74cec0cb589d2682c6c9060e669b
train,"Compatible with our findings, Silk et al. (2016) found that FA values that were more strongly lateralized to the left in the PUT WM were associated with greater symptom severity in patients with ADHD.","Compatible with our findings, CITSEG found that FA values that were more strongly lateralized to the left in the PUT WM were associated with greater symptom severity in patients with ADHD.",Silk et al. (2016),result,supportive,1.0,1.0,Discussion,explicit,700a28d32d3cf2aade5c2bc898b5c4ca480bb1ae,e064573ea1cc22ca402efb5e140f06642bd37f77,30,48,True,700a28d32d3cf2aade5c2bc898b5c4ca480bb1ae>e064573ea1cc22ca402efb5e140f06642bd37f77
train,"The results are discussed in relation to other recent work on vertebrate primary dorso-ventral patterning, including the early expression of a recently described follistatin -related chick gene (Towers et al., 1999).","The results are discussed in relation to other recent work on vertebrate primary dorso-ventral patterning, including the early expression of a recently described follistatin -related chick gene (CITSEG).","Towers et al., 1999",result,supportive,1.0,0.6690999865531921,Introduction,explicit,8239e463d56d27ed56fd4db49e4412c0da58c8d1,923cf7f97c84edfcba5a0a9a2648afb75719eb35,195,214,False,8239e463d56d27ed56fd4db49e4412c0da58c8d1>923cf7f97c84edfcba5a0a9a2648afb75719eb35
train,"These data are consistent with the previously demonstrated defect of ubc9-1 mutants in the degradation of Clb2 and Clb5 (Seufert et al., 1995).",These data are consistent with the previously demonstrated defect of ubc9-1 mutants in the degradation of Clb2 and Clb5 (CITSEG).,"Seufert et al., 1995",result,supportive,0.7728999853134155,0.7728999853134155,Discussion,explicit,676b19ba1c40fedf4d27a3f48a766ac20b960f8e,fe2fd3262b549d1b36898127e3cc7ca1c1dd3646,121,141,True,676b19ba1c40fedf4d27a3f48a766ac20b960f8e>fe2fd3262b549d1b36898127e3cc7ca1c1dd3646
train,"This strain ratio is consistent with experimental data [24] and, for small deformations, automatically enforces incompressibility of the intracellular volume (dV~padx; dV~differential volume, a = cell radius, dx = differential length) for each differential slice of the OHC (i.","This strain ratio is consistent with experimental data CITSEG and, for small deformations, automatically enforces incompressibility of the intracellular volume (dV~padx; dV~differential volume, a = cell radius, dx = differential length) for each differential slice of the OHC (i.",[24],result,supportive,0.7527999877929688,0.7527999877929688,,explicit,06d0ae65c26cd0770f46b81a8d8f8daae7f04d59,37e7ba41fa4f19d0d75e054276dafd86f2e90d28,55,59,True,06d0ae65c26cd0770f46b81a8d8f8daae7f04d59>37e7ba41fa4f19d0d75e054276dafd86f2e90d28
train,"Mouse mAb G19 directed against the TLA from chicken inner ear hair cells, mAb D10 directed against the avian hair-cell antigen, and antisera to protocadherin-15-CD1 (PB303) were characterized and validated as reported previously (Richardson et al., 1990; Ahmed et al., 2003; Goodyear and Richardson, 2003).","Mouse mAb G19 directed against the TLA from chicken inner ear hair cells, mAb D10 directed against the avian hair-cell antigen, and antisera to protocadherin-15-CD1 (PB303) were characterized and validated as reported previously CITSEG.","(Richardson et al., 1990; Ahmed et al., 2003; Goodyear and Richardson, 2003)",result,supportive,0.7368999719619751,0.7368999719619751,Materials and Methods,explicit,b38a9735318cf86573a8c3bbdd58747527e6d3b1,f05330eb7b43478aca0790b843a4d6ffb3043a94,229,305,True,b38a9735318cf86573a8c3bbdd58747527e6d3b1>f05330eb7b43478aca0790b843a4d6ffb3043a94
train,"…Screen / Esc
Printer-friendly Version
Interactive Discussion
D iscussion P aper
| D iscussion P aper |
D iscussion P aper
| D iscussion P aper |
Ocean is unphysical, and subtract it from each along-track row; this approach is similar to those applied in previous studies (Boersma et al., 2007).","…Screen / Esc
Printer-friendly Version
Interactive Discussion
D iscussion P aper
| D iscussion P aper |
D iscussion P aper
| D iscussion P aper |
Ocean is unphysical, and subtract it from each along-track row; this approach is similar to those applied in previous studies CITSEG7).","(Boersma et al., 200",result,supportive,0.7441999912261963,0.7441999912261963,"6 Case study over Dubai, UAE",explicit,5f9e27fd212e0eac30dd8b2e9a53d422f5ca0bd4,9e4ab179a114ed860aebd5ee4699406aa7088069,272,292,False,5f9e27fd212e0eac30dd8b2e9a53d422f5ca0bd4>9e4ab179a114ed860aebd5ee4699406aa7088069
train,A similar behaviour was found in the context of Higgs production in association with bottom quarks [31].,A similar behaviour was found in the context of Higgs production in association with bottom quarks CITSEG.,[31],result,supportive,0.6050000190734863,0.6050000190734863,3.3 Four- and five-flavour scheme comparison,explicit,b7eccbd32852d7aa342c820df745b5cd6cbc00c7,1efb6d4b033492ec257f9b1c600915a09a368613,99,103,True,b7eccbd32852d7aa342c820df745b5cd6cbc00c7>1efb6d4b033492ec257f9b1c600915a09a368613
train,"at least 60–85%) fasting triglycerides, in agreement with previous data obtained in healthy subjects (15, 39).","at least 60–85%) fasting triglycerides, in agreement with previous data obtained in healthy subjects CITSEG.","(15, 39)",result,supportive,0.6252999901771545,0.6252999901771545,Discussion,explicit,fc696f76e0f779e40d825890dbb25e9e47ca4b48,5ce3f04999476cd3a1af82202ca8f511a2f4b6fc,101,109,True,fc696f76e0f779e40d825890dbb25e9e47ca4b48>5ce3f04999476cd3a1af82202ca8f511a2f4b6fc
train,"…target sentences more fluently in the matched than in the mixed or literal contexts, which is consistent with prior work on the role of context in metaphor processing (Gerrig & Healy, 1983; Gibbs & Gerrig, 1989; Giora, 2003; Nayak & Gibbs, 1990; Ortony et al., 1978; Thibodeau & Durgin, 2008).","…target sentences more fluently in the matched than in the mixed or literal contexts, which is consistent with prior work on the role of context in metaphor processing (Gerrig & Healy, 1983; Gibbs & Gerrig, 1989; Giora, 2003; Nayak & Gibbs, 1990; Ortony et al., 1978; CITSEG).","Thibodeau & Durgin, 2008",result,supportive,0.7635999917984009,0.5249000191688538,Discussion,explicit,97f039b4a9748884cf0892b542b9a3f0fa43b438,83e7c7909ed8e1c4b9ceefc55004a863c0d80052,268,292,True,97f039b4a9748884cf0892b542b9a3f0fa43b438>83e7c7909ed8e1c4b9ceefc55004a863c0d80052
train,"The results from the present series are also broadly comparable to independent reports on the Oxford UKR, which have observed between 21% and 54% of revisions were performed for aseptic loosening (19,21,24), as well as those studies including a range of different UKR prostheses and reporting revision for aseptic loosening in 44% to 67% of cases (3,22).","The results from the present series are also broadly comparable to independent reports on the Oxford UKR, which have observed between 21% and 54% of revisions were performed for aseptic loosening (19,21,24), as well as those studies including a range of different UKR prostheses and reporting revision for aseptic loosening in 44% to 67% of cases CITSEG.","(3,22)",result,supportive,0.7653999924659729,0.5216000080108643,DISCUSSION,explicit,9e92fc73392d4aea262aa6bae77ab379c79b37b7,2521ee9b9ba1bf7dfd4341259b97f383827fecc9,347,353,True,9e92fc73392d4aea262aa6bae77ab379c79b37b7>2521ee9b9ba1bf7dfd4341259b97f383827fecc9
train,"Cerebral saturation in the earlier study (mean6standard deviation: 58%613% ) [37] compares well with both the first (56%610%) and the second (62%66%) layer values, as well as the homogenous values (64%68%) reported here.","Cerebral saturation in the earlier study (mean6standard deviation: 58%613% ) CITSEG compares well with both the first (56%610%) and the second (62%66%) layer values, as well as the homogenous values (64%68%) reported here.",[37],result,supportive,1.0,1.0,Discussion,explicit,82fe79e6afcbd138440ff430f3d421ca57cd1c75,700a5a6629197ed7d4ed6f72d37c3a185303b1e7,77,81,False,82fe79e6afcbd138440ff430f3d421ca57cd1c75>700a5a6629197ed7d4ed6f72d37c3a185303b1e7
train,Statistical analysis of EEG SSDC as applied to the frontal–central and parietooccipital cortical areas also confirmed the previously demonstrated [2] zonal speci ficity of SSDC in the MM–REO and RM–REO con trasts.,Statistical analysis of EEG SSDC as applied to the frontal–central and parietooccipital cortical areas also confirmed the previously demonstrated CITSEG zonal speci ficity of SSDC in the MM–REO and RM–REO con trasts.,[2],result,supportive,0.7551000118255615,0.7551000118255615,DISCUSSION,explicit,15df16647fe08cfa55f6394466051a15de669bc0,6df06870159aba56e4a428513000e7bc4de96003,146,149,False,15df16647fe08cfa55f6394466051a15de669bc0>6df06870159aba56e4a428513000e7bc4de96003
train,"Although other studies have also demonstrated these findings (2,9,21), these results are contrary to more recent reports published from other institutions and joint registries which suggest functional outcome is inferior to that following primary TKR, with suggestion that it is actually similar to that following revision of a primary TKR at six-months (3,15,19,24).","Although other studies have also demonstrated these findings (2,9,21), these results are contrary to more recent reports published from other institutions and joint registries which suggest functional outcome is inferior to that following primary TKR, with suggestion that it is actually similar to that following revision of a primary TKR at six-months CITSEG.","(3,15,19,24)",result,supportive,0.7301999926567078,0.4975999891757965,CONCLUSIONS,explicit,9e92fc73392d4aea262aa6bae77ab379c79b37b7,2521ee9b9ba1bf7dfd4341259b97f383827fecc9,354,366,True,9e92fc73392d4aea262aa6bae77ab379c79b37b7>2521ee9b9ba1bf7dfd4341259b97f383827fecc9
train,"Substantial experimental evidence supports the proconvulsant role of IL-1β (for review see [1,57,61]).",Substantial experimental evidence supports the proconvulsant role of IL-1β (for review see CITSEG).,"[1,57,61]",result,supportive,0.7572000026702881,0.7572000026702881,Discussion,explicit,7ae41e75fca5bae66ea1875dea51f3f477f68c84,9053de846d35d273230877d12d4567965270550b,91,100,False,7ae41e75fca5bae66ea1875dea51f3f477f68c84>9053de846d35d273230877d12d4567965270550b
train,"We compared our algorithm with CLOSET+ [11], which is an enhanced version of CLOSET [9].","We compared our algorithm with CLOSET+ CITSEG, which is an enhanced version of CLOSET [9].",[11],result,supportive,1.0,0.6682999730110168,4 Experimental Results,explicit,89d339d8da952b6d860e6ce3017fe0ff4e60f4c3,e01ff1ae186840de7af4172dc1c0978e32fc6b5e,39,43,True,89d339d8da952b6d860e6ce3017fe0ff4e60f4c3>e01ff1ae186840de7af4172dc1c0978e32fc6b5e
validation,"Whilst some studies have demonstrated functional outcomes comparable to a primary TKR (9,21), others report inferior outcomes following revision UKR compared to primary TKR (3,8,15,19,24) with a suggestion that the functional outcome may actually","Whilst some studies have demonstrated functional outcomes comparable to a primary TKR (9,21), others report inferior outcomes following revision UKR compared to primary TKR CITSEG with a suggestion that the functional outcome may actually","(3,8,15,19,24)",result,supportive,0.7322999835014343,0.503000020980835,INTRODUCTION,explicit,9e92fc73392d4aea262aa6bae77ab379c79b37b7,2521ee9b9ba1bf7dfd4341259b97f383827fecc9,173,187,True,9e92fc73392d4aea262aa6bae77ab379c79b37b7>2521ee9b9ba1bf7dfd4341259b97f383827fecc9
validation,1 was refined by Bates and Mansour [1] and by Stanley and Wilf [14] who proved results that are equivalent to the following.,1 was refined by Bates and Mansour CITSEG and by Stanley and Wilf [14] who proved results that are equivalent to the following.,[1],result,supportive,0.611299991607666,0.611299991607666,3 Hyperbinary expansions,explicit,40a95ab9ce6ee25c2b37cebe0c62df81011ad0e8,67bc66d6100a0bda2bea19e7eead66513345b58b,35,38,True,40a95ab9ce6ee25c2b37cebe0c62df81011ad0e8>67bc66d6100a0bda2bea19e7eead66513345b58b
