file,sentence,citance,citance_masked_citseg,sentence_id,sentence_index,div_path,left_3,left_2,left_1,right_1,right_2,right_3,left_context,right_context,citance_context,sequence_masked_citseg,raw_ref_text,CFunc,TYPE,SELF,tag,attributes
Teufel_original_dataset/CFC_distribution/2006_paper_training/9809106.cfc-scixml,"It focusses on extracting linguistic properties, as compared to e.g. general concept learning Hahn et al. 1996.","It focusses on extracting linguistic properties, as compared to e.g. general concept learning Hahn et al. 1996.","It focusses on extracting linguistic properties, as compared to e.g. general concept learning (CITSEG).",S-5,5,DIV-1,"Notable exceptions include Zernik 1989, Erbach 1990, Hastings and Lytinen 1994.",See Zernik 1989 for an introduction to the general issues involved.,This paper describes an HPSG - based system which can incrementally learn and refine properties of unknown words after parsing individual sentences.,"Unlike Erbach 1990, however, it is not confined to simple morpho-syntactic information but can also handle selectional restrictions, semantic types and argument structure.","Finally, while statistical approaches like Brent 1991 can gather e.g. valence information from large corpora, we are more interested in full grammatical processing of individual sentences to maximally exploit each context.",The following three goals serve to structure our model.,"Notable exceptions include Zernik 1989, Erbach 1990, Hastings and Lytinen 1994. See Zernik 1989 for an introduction to the general issues involved. This paper describes an HPSG - based system which can incrementally learn and refine properties of unknown words after parsing individual sentences.","Unlike Erbach 1990, however, it is not confined to simple morpho-syntactic information but can also handle selectional restrictions, semantic types and argument structure. Finally, while statistical approaches like Brent 1991 can gather e.g. valence information from large corpora, we are more interested in full grammatical processing of individual sentences to maximally exploit each context. The following three goals serve to structure our model.","Notable exceptions include Zernik 1989, Erbach 1990, Hastings and Lytinen 1994. See Zernik 1989 for an introduction to the general issues involved. This paper describes an HPSG - based system which can incrementally learn and refine properties of unknown words after parsing individual sentences. It focusses on extracting linguistic properties, as compared to e.g. general concept learning Hahn et al. 1996. Unlike Erbach 1990, however, it is not confined to simple morpho-syntactic information but can also handle selectional restrictions, semantic types and argument structure. Finally, while statistical approaches like Brent 1991 can gather e.g. valence information from large corpora, we are more interested in full grammatical processing of individual sentences to maximally exploit each context. The following three goals serve to structure our model.","Notable exceptions include Zernik 1989, Erbach 1990, Hastings and Lytinen 1994. See Zernik 1989 for an introduction to the general issues involved. This paper describes an HPSG - based system which can incrementally learn and refine properties of unknown words after parsing individual sentences. It focusses on extracting linguistic properties, as compared to e.g. general concept learning (CITSEG). Unlike Erbach 1990, however, it is not confined to simple morpho-syntactic information but can also handle selectional restrictions, semantic types and argument structure. Finally, while statistical approaches like Brent 1991 can gather e.g. valence information from large corpora, we are more interested in full grammatical processing of individual sentences to maximally exploit each context. The following three goals serve to structure our model.",Hahn et al. 1996,CoCoGM,,False,REF,"{""CFunc"": ""CoCoGM"", ""ID"": ""R-4"", ""LinkS"": ""compared""}"
Teufel_original_dataset/CFC_distribution/2006_paper_training/9809106.cfc-scixml,"Unlike Erbach 1990, however, it is not confined to simple morpho-syntactic information but can also handle selectional restrictions, semantic types and argument structure.","Unlike Erbach 1990, however, it is not confined to simple morpho-syntactic information but can also handle selectional restrictions, semantic types and argument structure.","Unlike (CITSEG), however, it is not confined to simple morpho-syntactic information but can also handle selectional restrictions, semantic types and argument structure.",S-6,6,DIV-1,See Zernik 1989 for an introduction to the general issues involved.,This paper describes an HPSG - based system which can incrementally learn and refine properties of unknown words after parsing individual sentences.,"It focusses on extracting linguistic properties, as compared to e.g. general concept learning Hahn et al. 1996.","Finally, while statistical approaches like Brent 1991 can gather e.g. valence information from large corpora, we are more interested in full grammatical processing of individual sentences to maximally exploit each context.",The following three goals serve to structure our model.,"It should i) incorporate a gradual, information-based conceptualization of `` unknownness ''.","See Zernik 1989 for an introduction to the general issues involved. This paper describes an HPSG - based system which can incrementally learn and refine properties of unknown words after parsing individual sentences. It focusses on extracting linguistic properties, as compared to e.g. general concept learning Hahn et al. 1996.","Finally, while statistical approaches like Brent 1991 can gather e.g. valence information from large corpora, we are more interested in full grammatical processing of individual sentences to maximally exploit each context. The following three goals serve to structure our model. It should i) incorporate a gradual, information-based conceptualization of `` unknownness ''.","See Zernik 1989 for an introduction to the general issues involved. This paper describes an HPSG - based system which can incrementally learn and refine properties of unknown words after parsing individual sentences. It focusses on extracting linguistic properties, as compared to e.g. general concept learning Hahn et al. 1996. Unlike Erbach 1990, however, it is not confined to simple morpho-syntactic information but can also handle selectional restrictions, semantic types and argument structure. Finally, while statistical approaches like Brent 1991 can gather e.g. valence information from large corpora, we are more interested in full grammatical processing of individual sentences to maximally exploit each context. The following three goals serve to structure our model. It should i) incorporate a gradual, information-based conceptualization of `` unknownness ''.","See Zernik 1989 for an introduction to the general issues involved. This paper describes an HPSG - based system which can incrementally learn and refine properties of unknown words after parsing individual sentences. It focusses on extracting linguistic properties, as compared to e.g. general concept learning Hahn et al. 1996. Unlike (CITSEG), however, it is not confined to simple morpho-syntactic information but can also handle selectional restrictions, semantic types and argument structure. Finally, while statistical approaches like Brent 1991 can gather e.g. valence information from large corpora, we are more interested in full grammatical processing of individual sentences to maximally exploit each context. The following three goals serve to structure our model. It should i) incorporate a gradual, information-based conceptualization of `` unknownness ''.",Erbach 1990,CoCoGM,,False,REF,"{""CFunc"": ""CoCoGM"", ""ID"": ""R-5"", ""LinkS"": ""unlike""}"
Teufel_original_dataset/CFC_distribution/2006_paper_training/9809106.cfc-scixml,"Finally, while statistical approaches like Brent 1991 can gather e.g. valence information from large corpora, we are more interested in full grammatical processing of individual sentences to maximally exploit each context.","Finally, while statistical approaches like Brent 1991 can gather e.g. valence information from large corpora, we are more interested in full grammatical processing of individual sentences to maximally exploit each context.","Finally, while statistical approaches like (CITSEG) can gather e.g. valence information from large corpora, we are more interested in full grammatical processing of individual sentences to maximally exploit each context.",S-7,7,DIV-1,This paper describes an HPSG - based system which can incrementally learn and refine properties of unknown words after parsing individual sentences.,"It focusses on extracting linguistic properties, as compared to e.g. general concept learning Hahn et al. 1996.","Unlike Erbach 1990, however, it is not confined to simple morpho-syntactic information but can also handle selectional restrictions, semantic types and argument structure.",The following three goals serve to structure our model.,"It should i) incorporate a gradual, information-based conceptualization of `` unknownness ''.","Words are not unknown as a whole, but may contain unknown, i.e. revisable pieces of information.","This paper describes an HPSG - based system which can incrementally learn and refine properties of unknown words after parsing individual sentences. It focusses on extracting linguistic properties, as compared to e.g. general concept learning Hahn et al. 1996. Unlike Erbach 1990, however, it is not confined to simple morpho-syntactic information but can also handle selectional restrictions, semantic types and argument structure.","The following three goals serve to structure our model. It should i) incorporate a gradual, information-based conceptualization of `` unknownness ''. Words are not unknown as a whole, but may contain unknown, i.e. revisable pieces of information.","This paper describes an HPSG - based system which can incrementally learn and refine properties of unknown words after parsing individual sentences. It focusses on extracting linguistic properties, as compared to e.g. general concept learning Hahn et al. 1996. Unlike Erbach 1990, however, it is not confined to simple morpho-syntactic information but can also handle selectional restrictions, semantic types and argument structure. Finally, while statistical approaches like Brent 1991 can gather e.g. valence information from large corpora, we are more interested in full grammatical processing of individual sentences to maximally exploit each context. The following three goals serve to structure our model. It should i) incorporate a gradual, information-based conceptualization of `` unknownness ''. Words are not unknown as a whole, but may contain unknown, i.e. revisable pieces of information.","This paper describes an HPSG - based system which can incrementally learn and refine properties of unknown words after parsing individual sentences. It focusses on extracting linguistic properties, as compared to e.g. general concept learning Hahn et al. 1996. Unlike Erbach 1990, however, it is not confined to simple morpho-syntactic information but can also handle selectional restrictions, semantic types and argument structure. Finally, while statistical approaches like (CITSEG) can gather e.g. valence information from large corpora, we are more interested in full grammatical processing of individual sentences to maximally exploit each context. The following three goals serve to structure our model. It should i) incorporate a gradual, information-based conceptualization of `` unknownness ''. Words are not unknown as a whole, but may contain unknown, i.e. revisable pieces of information.",Brent 1991,CoCoGM,,False,REF,"{""CFunc"": ""CoCoGM"", ""ID"": ""R-6"", ""LinkS"": ""while...we are  more interested in""}"
Teufel_original_dataset/CFC_distribution/2006_paper_training/9707009.cfc-scixml,"The present algorithm thus provides an interesting case of what happens with extremely poor syntactic input, even poorer than in Kennedy and Boguraev 1996 's system.","The present algorithm thus provides an interesting case of what happens with extremely poor syntactic input, even poorer than in Kennedy and Boguraev 1996 's system.","The present algorithm thus provides an interesting case of what happens with extremely poor syntactic input, even poorer than in (CITSEG) 's system.",S-71,71,DIV-4,The MUC-6 system took the destructive option.,The nondestructive option has been implemented in a more recent system.,"These basic steps of `` COLLECT, FILTER, and ORDER by salience '' are analogous to Lappin and Leass 1994's pronoun resolution algorithm, but each step in FASTUS relies on considerably poorer syntactic input.",This comparison will be discussed later.,,,"The MUC-6 system took the destructive option. The nondestructive option has been implemented in a more recent system. These basic steps of `` COLLECT, FILTER, and ORDER by salience '' are analogous to Lappin and Leass 1994's pronoun resolution algorithm, but each step in FASTUS relies on considerably poorer syntactic input.",This comparison will be discussed later.,"The MUC-6 system took the destructive option. The nondestructive option has been implemented in a more recent system. These basic steps of `` COLLECT, FILTER, and ORDER by salience '' are analogous to Lappin and Leass 1994's pronoun resolution algorithm, but each step in FASTUS relies on considerably poorer syntactic input. The present algorithm thus provides an interesting case of what happens with extremely poor syntactic input, even poorer than in Kennedy and Boguraev 1996 's system. This comparison will be discussed later.","The MUC-6 system took the destructive option. The nondestructive option has been implemented in a more recent system. These basic steps of `` COLLECT, FILTER, and ORDER by salience '' are analogous to Lappin and Leass 1994's pronoun resolution algorithm, but each step in FASTUS relies on considerably poorer syntactic input. The present algorithm thus provides an interesting case of what happens with extremely poor syntactic input, even poorer than in (CITSEG) 's system. This comparison will be discussed later.",Kennedy and Boguraev 1996,CoCoGM,,False,REF,"{""CFunc"": ""CoCoGM"", ""ID"": ""R-17"", ""LinkS"": ""backoff rule. substandial enough-rule 25?""}"
Teufel_original_dataset/CFC_distribution/2006_paper_training/9707009.cfc-scixml,Part of the pronoun resolution performance here enables a preliminary comparison with the results reported in (1) Lappin and Leass 1994 and (2) Kennedy and Boguraev 1996.,Part of the pronoun resolution performance here enables a preliminary comparison with the results reported in (1) Lappin and Leass 1994 and (2) Kennedy and Boguraev 1996.,Part of the pronoun resolution performance here enables a preliminary comparison with the results reported in (1) (CITSEG) and (2) Kennedy and Boguraev 1996.,S-91,91,DIV-6,There were not enough instances of reflexives to compare.,"Table shows the system's performance for pronouns broken down by two parameters, grammatical person and inter- vs. intrasentential antecedent.","The system did quite well (78%) with third-person pronouns with intrasentential antecedents, the largest class of such pronouns.","For the third-person pronouns and reflexives, the performance was (1) 86% of 560 cases in five computer manuals and (2) 75% of 306 cases in twenty - seven Web page texts.",The present FASTUS system correctly resolved 71% of 34 cases in five newspaper articles.,This progressive decline in performance corresponds to the progressive decline in the amount of syntactic information in the input to reference resolution.,"There were not enough instances of reflexives to compare. Table shows the system's performance for pronouns broken down by two parameters, grammatical person and inter- vs. intrasentential antecedent. The system did quite well (78%) with third-person pronouns with intrasentential antecedents, the largest class of such pronouns.","For the third-person pronouns and reflexives, the performance was (1) 86% of 560 cases in five computer manuals and (2) 75% of 306 cases in twenty - seven Web page texts. The present FASTUS system correctly resolved 71% of 34 cases in five newspaper articles. This progressive decline in performance corresponds to the progressive decline in the amount of syntactic information in the input to reference resolution.","There were not enough instances of reflexives to compare. Table shows the system's performance for pronouns broken down by two parameters, grammatical person and inter- vs. intrasentential antecedent. The system did quite well (78%) with third-person pronouns with intrasentential antecedents, the largest class of such pronouns. Part of the pronoun resolution performance here enables a preliminary comparison with the results reported in (1) Lappin and Leass 1994 and (2) Kennedy and Boguraev 1996. For the third-person pronouns and reflexives, the performance was (1) 86% of 560 cases in five computer manuals and (2) 75% of 306 cases in twenty - seven Web page texts. The present FASTUS system correctly resolved 71% of 34 cases in five newspaper articles. This progressive decline in performance corresponds to the progressive decline in the amount of syntactic information in the input to reference resolution.","There were not enough instances of reflexives to compare. Table shows the system's performance for pronouns broken down by two parameters, grammatical person and inter- vs. intrasentential antecedent. The system did quite well (78%) with third-person pronouns with intrasentential antecedents, the largest class of such pronouns. Part of the pronoun resolution performance here enables a preliminary comparison with the results reported in (1) (CITSEG) and (2) Kennedy and Boguraev 1996. For the third-person pronouns and reflexives, the performance was (1) 86% of 560 cases in five computer manuals and (2) 75% of 306 cases in twenty - seven Web page texts. The present FASTUS system correctly resolved 71% of 34 cases in five newspaper articles. This progressive decline in performance corresponds to the progressive decline in the amount of syntactic information in the input to reference resolution.",Lappin and Leass 1994,CoCoR0,,False,REF,"{""CFunc"": ""CoCoR0"", ""ID"": ""R-18"", ""LinkS"": ""decline""}"
Teufel_original_dataset/CFC_distribution/2006_paper_training/9707009.cfc-scixml,Part of the pronoun resolution performance here enables a preliminary comparison with the results reported in (1) Lappin and Leass 1994 and (2) Kennedy and Boguraev 1996.,Part of the pronoun resolution performance here enables a preliminary comparison with the results reported in (1) Lappin and Leass 1994 and (2) Kennedy and Boguraev 1996.,Part of the pronoun resolution performance here enables a preliminary comparison with the results reported in (1) Lappin and Leass 1994 and (2) (CITSEG).,S-91,91,DIV-6,There were not enough instances of reflexives to compare.,"Table shows the system's performance for pronouns broken down by two parameters, grammatical person and inter- vs. intrasentential antecedent.","The system did quite well (78%) with third-person pronouns with intrasentential antecedents, the largest class of such pronouns.","For the third-person pronouns and reflexives, the performance was (1) 86% of 560 cases in five computer manuals and (2) 75% of 306 cases in twenty - seven Web page texts.",The present FASTUS system correctly resolved 71% of 34 cases in five newspaper articles.,This progressive decline in performance corresponds to the progressive decline in the amount of syntactic information in the input to reference resolution.,"There were not enough instances of reflexives to compare. Table shows the system's performance for pronouns broken down by two parameters, grammatical person and inter- vs. intrasentential antecedent. The system did quite well (78%) with third-person pronouns with intrasentential antecedents, the largest class of such pronouns.","For the third-person pronouns and reflexives, the performance was (1) 86% of 560 cases in five computer manuals and (2) 75% of 306 cases in twenty - seven Web page texts. The present FASTUS system correctly resolved 71% of 34 cases in five newspaper articles. This progressive decline in performance corresponds to the progressive decline in the amount of syntactic information in the input to reference resolution.","There were not enough instances of reflexives to compare. Table shows the system's performance for pronouns broken down by two parameters, grammatical person and inter- vs. intrasentential antecedent. The system did quite well (78%) with third-person pronouns with intrasentential antecedents, the largest class of such pronouns. Part of the pronoun resolution performance here enables a preliminary comparison with the results reported in (1) Lappin and Leass 1994 and (2) Kennedy and Boguraev 1996. For the third-person pronouns and reflexives, the performance was (1) 86% of 560 cases in five computer manuals and (2) 75% of 306 cases in twenty - seven Web page texts. The present FASTUS system correctly resolved 71% of 34 cases in five newspaper articles. This progressive decline in performance corresponds to the progressive decline in the amount of syntactic information in the input to reference resolution.","There were not enough instances of reflexives to compare. Table shows the system's performance for pronouns broken down by two parameters, grammatical person and inter- vs. intrasentential antecedent. The system did quite well (78%) with third-person pronouns with intrasentential antecedents, the largest class of such pronouns. Part of the pronoun resolution performance here enables a preliminary comparison with the results reported in (1) Lappin and Leass 1994 and (2) (CITSEG). For the third-person pronouns and reflexives, the performance was (1) 86% of 560 cases in five computer manuals and (2) 75% of 306 cases in twenty - seven Web page texts. The present FASTUS system correctly resolved 71% of 34 cases in five newspaper articles. This progressive decline in performance corresponds to the progressive decline in the amount of syntactic information in the input to reference resolution.",Kennedy and Boguraev 1996,CoCoR0,,False,REF,"{""CFunc"": ""CoCoR0"", ""ID"": ""R-19""}"
Teufel_original_dataset/CFC_distribution/2006_paper_training/9503013.cfc-scixml,"In contrast, in dynamic semantics, the order in which states are updated is determined by semantic structure, not by left-to-right order (see e.g. Lewin 1992 for discussion).","In contrast, in dynamic semantics, the order in which states are updated is determined by semantic structure, not by left-to-right order (see e.g. Lewin 1992 for discussion).","In contrast, in dynamic semantics, the order in which states are updated is determined by semantic structure, not by left-to-right order (see e.g. (CITSEG) for discussion).",S-138,138,DIV-7,"Indeed, Groenendijk and Stokhof claim that the compositional nature of Dynamic Predicate Logic enables one to `` interpret a text in an on-line manner, i.e., incrementally, processing and interpreting each basic unit as it comes along, in the context created by the interpretation of the text so far ''.","Putting these two quotes together is, however, misleading, since it suggests a more direct mapping between incremental semantics and dynamic semantics than is actually possible.","In an incremental semantics, we would expect the information state of an interpreter to be updated word by word.","For example, in Dynamic Predicate Logic Groenendijk and Stokhof 1991, states are threaded from the antecedent of a conditional into the consequent, and from a restrictor of a quantifier into the body.","Thus, in interpreting,",the input state for evaluation of John will buy it right away is the output state from the antecedent a car impresses him.,"Indeed, Groenendijk and Stokhof claim that the compositional nature of Dynamic Predicate Logic enables one to `` interpret a text in an on-line manner, i.e., incrementally, processing and interpreting each basic unit as it comes along, in the context created by the interpretation of the text so far ''. Putting these two quotes together is, however, misleading, since it suggests a more direct mapping between incremental semantics and dynamic semantics than is actually possible. In an incremental semantics, we would expect the information state of an interpreter to be updated word by word.","For example, in Dynamic Predicate Logic Groenendijk and Stokhof 1991, states are threaded from the antecedent of a conditional into the consequent, and from a restrictor of a quantifier into the body. Thus, in interpreting, the input state for evaluation of John will buy it right away is the output state from the antecedent a car impresses him.","Indeed, Groenendijk and Stokhof claim that the compositional nature of Dynamic Predicate Logic enables one to `` interpret a text in an on-line manner, i.e., incrementally, processing and interpreting each basic unit as it comes along, in the context created by the interpretation of the text so far ''. Putting these two quotes together is, however, misleading, since it suggests a more direct mapping between incremental semantics and dynamic semantics than is actually possible. In an incremental semantics, we would expect the information state of an interpreter to be updated word by word. In contrast, in dynamic semantics, the order in which states are updated is determined by semantic structure, not by left-to-right order (see e.g. Lewin 1992 for discussion). For example, in Dynamic Predicate Logic Groenendijk and Stokhof 1991, states are threaded from the antecedent of a conditional into the consequent, and from a restrictor of a quantifier into the body. Thus, in interpreting, the input state for evaluation of John will buy it right away is the output state from the antecedent a car impresses him.","Indeed, Groenendijk and Stokhof claim that the compositional nature of Dynamic Predicate Logic enables one to `` interpret a text in an on-line manner, i.e., incrementally, processing and interpreting each basic unit as it comes along, in the context created by the interpretation of the text so far ''. Putting these two quotes together is, however, misleading, since it suggests a more direct mapping between incremental semantics and dynamic semantics than is actually possible. In an incremental semantics, we would expect the information state of an interpreter to be updated word by word. In contrast, in dynamic semantics, the order in which states are updated is determined by semantic structure, not by left-to-right order (see e.g. (CITSEG) for discussion). For example, in Dynamic Predicate Logic Groenendijk and Stokhof 1991, states are threaded from the antecedent of a conditional into the consequent, and from a restrictor of a quantifier into the body. Thus, in interpreting, the input state for evaluation of John will buy it right away is the output state from the antecedent a car impresses him.",Lewin 1992,CoCoGM,A,False,REF,"{""CFunc"": ""CoCoGM"", ""ID"": ""R-40"", ""LinkS"": "" In contrast (to incremental - title)"", ""TYPE"": ""A""}"
Teufel_original_dataset/CFC_distribution/2006_paper_training/9502005.cfc-scixml,"By combining the off-line optimization process with a mixed bottom-up / top-down evaluation strategy, we can refrain from a complete reformulation of the grammar as, for example, in Minnen et al. 1995.","By combining the off-line optimization process with a mixed bottom-up / top-down evaluation strategy, we can refrain from a complete reformulation of the grammar as, for example, in Minnen et al. 1995.","By combining the off-line optimization process with a mixed bottom-up / top-down evaluation strategy, we can refrain from a complete reformulation of the grammar as, for example, in (CITSEG).",S-32,32,DIV-2,This mixture of top-down and bottom-up information flow is crucial since the top-down semantic information from the goal category must be integrated with the bottom-up subcategorization information from the lexicon.,"A strict top-down evaluation strategy suffers from what may be called head-recursion, i.e. the generation analog of left recursion in parsing.","Shieber et al. 1990 show that a top-down evaluation strategy will fail for rules such as VP VP X, irrespective of the order of evaluation of the right-hand side categories in the rule.",,,,"This mixture of top-down and bottom-up information flow is crucial since the top-down semantic information from the goal category must be integrated with the bottom-up subcategorization information from the lexicon. A strict top-down evaluation strategy suffers from what may be called head-recursion, i.e. the generation analog of left recursion in parsing. Shieber et al. 1990 show that a top-down evaluation strategy will fail for rules such as VP VP X, irrespective of the order of evaluation of the right-hand side categories in the rule.",,"This mixture of top-down and bottom-up information flow is crucial since the top-down semantic information from the goal category must be integrated with the bottom-up subcategorization information from the lexicon. A strict top-down evaluation strategy suffers from what may be called head-recursion, i.e. the generation analog of left recursion in parsing. Shieber et al. 1990 show that a top-down evaluation strategy will fail for rules such as VP VP X, irrespective of the order of evaluation of the right-hand side categories in the rule. By combining the off-line optimization process with a mixed bottom-up / top-down evaluation strategy, we can refrain from a complete reformulation of the grammar as, for example, in Minnen et al. 1995.","This mixture of top-down and bottom-up information flow is crucial since the top-down semantic information from the goal category must be integrated with the bottom-up subcategorization information from the lexicon. A strict top-down evaluation strategy suffers from what may be called head-recursion, i.e. the generation analog of left recursion in parsing. Shieber et al. 1990 show that a top-down evaluation strategy will fail for rules such as VP VP X, irrespective of the order of evaluation of the right-hand side categories in the rule. By combining the off-line optimization process with a mixed bottom-up / top-down evaluation strategy, we can refrain from a complete reformulation of the grammar as, for example, in (CITSEG).",Minnen et al. 1995,CoCoGM,A,True,REF,"{""CFunc"": ""CoCoGM"", ""ID"": ""R-23"", ""LinkS"": ""refrain from..as , for example , in"", ""SELF"": ""YES"", ""TYPE"": ""A""}"
Teufel_original_dataset/CFC_distribution/2006_paper_training/9502005.cfc-scixml,"This indexing technique, as illustrated below, improves upon the more complex indices in Gerdemann 1991 and is closely related to OLDT-resolution Tamaki and Sato 1986.","This indexing technique, as illustrated below, improves upon the more complex indices in Gerdemann 1991 and is closely related to OLDT-resolution Tamaki and Sato 1986.","This indexing technique, as illustrated below, improves upon the more complex indices in (CITSEG) and is closely related to OLDT-resolution Tamaki and Sato 1986.",S-37,37,DIV-2 > DIV-3,Three optimizations were especially helpful.,"The first supplies each edge in the chart with two indices, a backward index pointing to the state in the chart that the edge is predicted from, and a forward index pointing to the states that are predicted from the edge.","By matching forward and backward indices, the edges that must be combined for completion can be located faster.",Active edge 2 resulted from active edge 1 through prediction.,The backward index of edge 2 is therefore identified with the forward index of edge 1.,Completion of an active edge results in an edge with identical backward index.,"Three optimizations were especially helpful. The first supplies each edge in the chart with two indices, a backward index pointing to the state in the chart that the edge is predicted from, and a forward index pointing to the states that are predicted from the edge. By matching forward and backward indices, the edges that must be combined for completion can be located faster.",Active edge 2 resulted from active edge 1 through prediction. The backward index of edge 2 is therefore identified with the forward index of edge 1. Completion of an active edge results in an edge with identical backward index.,"Three optimizations were especially helpful. The first supplies each edge in the chart with two indices, a backward index pointing to the state in the chart that the edge is predicted from, and a forward index pointing to the states that are predicted from the edge. By matching forward and backward indices, the edges that must be combined for completion can be located faster. This indexing technique, as illustrated below, improves upon the more complex indices in Gerdemann 1991 and is closely related to OLDT-resolution Tamaki and Sato 1986. Active edge 2 resulted from active edge 1 through prediction. The backward index of edge 2 is therefore identified with the forward index of edge 1. Completion of an active edge results in an edge with identical backward index.","Three optimizations were especially helpful. The first supplies each edge in the chart with two indices, a backward index pointing to the state in the chart that the edge is predicted from, and a forward index pointing to the states that are predicted from the edge. By matching forward and backward indices, the edges that must be combined for completion can be located faster. This indexing technique, as illustrated below, improves upon the more complex indices in (CITSEG) and is closely related to OLDT-resolution Tamaki and Sato 1986. Active edge 2 resulted from active edge 1 through prediction. The backward index of edge 2 is therefore identified with the forward index of edge 1. Completion of an active edge results in an edge with identical backward index.",Gerdemann 1991,CoCo-,A,True,REF,"{""CFunc"": ""CoCo-"", ""ID"": ""R-25"", ""LinkS"": "" improves upon"", ""SELF"": ""YES"", ""TYPE"": ""A""}"
Teufel_original_dataset/CFC_distribution/2006_paper_training/9504030.cfc-scixml,"In Black et al. 1993, IBM 's parser was evaluated using the 0-crossing - brackets measure, which represents the percentage of sentences for which none of the constituents in the parser 's parse violates the constituent boundaries of any constituent in the correct parse.","In Black et al. 1993, IBM 's parser was evaluated using the 0-crossing - brackets measure, which represents the percentage of sentences for which none of the constituents in the parser 's parse violates the constituent boundaries of any constituent in the correct parse.","In (CITSEG), IBM 's parser was evaluated using the 0-crossing - brackets measure, which represents the percentage of sentences for which none of the constituents in the parser 's parse violates the constituent boundaries of any constituent in the correct parse.",S-154,154,DIV-12 > DIV-13,"The parser was trained on the first 30,800 sentences from the Lancaster treebank.","The test set included 1,473 new sentences, whose lengths range from 3 to 30 words, with a mean length of 13.7 words.",These sentences are the same test sentences used in the experiments reported for IBM 's parser in Black et al. 1993.,"After over ten years of grammar development, the IBM parser achieved a 0-crossing - brackets score of 69 %.","On this same test set, SPATTER scored 76 %.",,"The parser was trained on the first 30,800 sentences from the Lancaster treebank. The test set included 1,473 new sentences, whose lengths range from 3 to 30 words, with a mean length of 13.7 words. These sentences are the same test sentences used in the experiments reported for IBM 's parser in Black et al. 1993.","After over ten years of grammar development, the IBM parser achieved a 0-crossing - brackets score of 69 %. On this same test set, SPATTER scored 76 %.","The parser was trained on the first 30,800 sentences from the Lancaster treebank. The test set included 1,473 new sentences, whose lengths range from 3 to 30 words, with a mean length of 13.7 words. These sentences are the same test sentences used in the experiments reported for IBM 's parser in Black et al. 1993. In Black et al. 1993, IBM 's parser was evaluated using the 0-crossing - brackets measure, which represents the percentage of sentences for which none of the constituents in the parser 's parse violates the constituent boundaries of any constituent in the correct parse. After over ten years of grammar development, the IBM parser achieved a 0-crossing - brackets score of 69 %. On this same test set, SPATTER scored 76 %.","The parser was trained on the first 30,800 sentences from the Lancaster treebank. The test set included 1,473 new sentences, whose lengths range from 3 to 30 words, with a mean length of 13.7 words. These sentences are the same test sentences used in the experiments reported for IBM 's parser in Black et al. 1993. In (CITSEG), IBM 's parser was evaluated using the 0-crossing - brackets measure, which represents the percentage of sentences for which none of the constituents in the parser 's parse violates the constituent boundaries of any constituent in the correct parse. After over ten years of grammar development, the IBM parser achieved a 0-crossing - brackets score of 69 %. On this same test set, SPATTER scored 76 %.",Black et al. 1993,CoCo-,A,False,REF,"{""CFunc"": ""CoCo-"", ""ID"": ""R-9"", ""TYPE"": ""A""}"
Teufel_original_dataset/CFC_distribution/2006_paper_training/9502015.cfc-scixml,"We will present an analysis that preserves the intuition underlying Partee and Rooth 's processing strategy, but that predicts and generates the correct reading for cases such as.","We will present an analysis that preserves the intuition underlying Partee and Rooth 's processing strategy, but that predicts and generates the correct reading for cases such as.","We will present an analysis that preserves the intuition underlying (CITSEG) 's processing strategy, but that predicts and generates the correct reading for cases such as.",S-50,50,DIV-2 > DIV-4,"Further, there does not seem to be an obvious way to modify the Partee and Rooth proposal so as to produce the correct result, the problem being that the ability to copy quantifiers inherent in their schema is too unrestricted.","A second problem with the account is that, as with Steedman 's coordination schema, Partee and Rooth 's type-raising strategy only applies to coordinate structures.","However, the need to type-raise extends to cases not involving coordination, as in sentence.","Furthermore, the account applies equally to examples not involving coordination, as is the case in sentence.",,,"Further, there does not seem to be an obvious way to modify the Partee and Rooth proposal so as to produce the correct result, the problem being that the ability to copy quantifiers inherent in their schema is too unrestricted. A second problem with the account is that, as with Steedman 's coordination schema, Partee and Rooth 's type-raising strategy only applies to coordinate structures. However, the need to type-raise extends to cases not involving coordination, as in sentence.","Furthermore, the account applies equally to examples not involving coordination, as is the case in sentence.","Further, there does not seem to be an obvious way to modify the Partee and Rooth proposal so as to produce the correct result, the problem being that the ability to copy quantifiers inherent in their schema is too unrestricted. A second problem with the account is that, as with Steedman 's coordination schema, Partee and Rooth 's type-raising strategy only applies to coordinate structures. However, the need to type-raise extends to cases not involving coordination, as in sentence. We will present an analysis that preserves the intuition underlying Partee and Rooth 's processing strategy, but that predicts and generates the correct reading for cases such as. Furthermore, the account applies equally to examples not involving coordination, as is the case in sentence.","Further, there does not seem to be an obvious way to modify the Partee and Rooth proposal so as to produce the correct result, the problem being that the ability to copy quantifiers inherent in their schema is too unrestricted. A second problem with the account is that, as with Steedman 's coordination schema, Partee and Rooth 's type-raising strategy only applies to coordinate structures. However, the need to type-raise extends to cases not involving coordination, as in sentence. We will present an analysis that preserves the intuition underlying (CITSEG) 's processing strategy, but that predicts and generates the correct reading for cases such as. Furthermore, the account applies equally to examples not involving coordination, as is the case in sentence.",Partee and Rooth,CoCo-,,False,REFAUTHOR,"{""CFunc"": ""CoCo-"", ""ID"": ""R-20"", ""LinkS"": ""but that predicts and generates the correct reading""}"
